archetype,kind,instance,base_instance,difficulty,sub_class,perturbation_type,paradigm,model,run_label,success,total_tokens,input_tokens,output_tokens,tool_call_count,latency_s,iteration_overflow,error,source_file
B,clean,b-med-2,,med,,,agent,gpt-5.2-2025-12-11,run1,True,5127,4997,130,4,4.295403017000353,,,data/results/final/gpt-5.2-2025-12-11/run1/b_validation_20260706_193428.json
B,clean,b-med-3,,med,,,workflow,gpt-5.2-2025-12-11,run1,False,2246,1911,335,3,7.064648252002371,,,data/results/final/gpt-5.2-2025-12-11/run1/b_validation_20260706_193428.json
B,clean,b-med-3,,med,,,agent,gpt-5.2-2025-12-11,run1,True,9631,9493,138,5,7.69997825199971,,,data/results/final/gpt-5.2-2025-12-11/run1/b_validation_20260706_193428.json
B,clean,b-med-4,,med,,,workflow,gpt-5.2-2025-12-11,run1,True,2213,1911,302,1,5.60304263800208,,,data/results/final/gpt-5.2-2025-12-11/run1/b_validation_20260706_193428.json
B,clean,b-med-4,,med,,,agent,gpt-5.2-2025-12-11,run1,True,8396,8278,118,4,7.048437544006447,,,data/results/final/gpt-5.2-2025-12-11/run1/b_validation_20260706_193428.json
B,clean,b-med-5,,med,,,workflow,gpt-5.2-2025-12-11,run1,True,2043,1886,157,1,3.8293479490021127,,,data/results/final/gpt-5.2-2025-12-11/run1/b_validation_20260706_193428.json
B,clean,b-med-5,,med,,,agent,gpt-5.2-2025-12-11,run1,True,35590,35347,243,7,10.665213617998234,,,data/results/final/gpt-5.2-2025-12-11/run1/b_validation_20260706_193428.json
B,clean,b-high-1,,high,,,workflow,gpt-5.2-2025-12-11,run1,False,2421,1952,469,2,8.339486255004886,,,data/results/final/gpt-5.2-2025-12-11/run1/b_validation_20260706_193428.json
B,clean,b-high-1,,high,,,agent,gpt-5.2-2025-12-11,run1,True,37461,37157,304,7,9.214684951999516,,,data/results/final/gpt-5.2-2025-12-11/run1/b_validation_20260706_193428.json
B,clean,b-high-2,,high,,,workflow,gpt-5.2-2025-12-11,run1,False,2183,1930,253,2,5.8280049140012125,,,data/results/final/gpt-5.2-2025-12-11/run1/b_validation_20260706_193428.json
B,clean,b-high-2,,high,,,agent,gpt-5.2-2025-12-11,run1,True,64462,64166,296,9,10.636505025999213,,,data/results/final/gpt-5.2-2025-12-11/run1/b_validation_20260706_193428.json
B,clean,b-high-3,,high,,,workflow,gpt-5.2-2025-12-11,run1,False,2401,1947,454,2,8.112739687996509,,,data/results/final/gpt-5.2-2025-12-11/run1/b_validation_20260706_193428.json
B,clean,b-high-3,,high,,,agent,gpt-5.2-2025-12-11,run1,True,32568,32305,263,7,9.279437063996738,,,data/results/final/gpt-5.2-2025-12-11/run1/b_validation_20260706_193428.json
B,clean,b-high-4,,high,,,workflow,gpt-5.2-2025-12-11,run1,False,2357,1906,451,2,7.3041891059983755,,,data/results/final/gpt-5.2-2025-12-11/run1/b_validation_20260706_193428.json
B,clean,b-high-4,,high,,,agent,gpt-5.2-2025-12-11,run1,False,,,,,,,Recursion limit of 25 reached without hitting a stop condition. You can increase,data/results/final/gpt-5.2-2025-12-11/run1/b_validation_20260706_193428.json
B,clean,b-high-5,,high,,,workflow,gpt-5.2-2025-12-11,run1,False,2185,1888,297,2,6.608815408006194,,,data/results/final/gpt-5.2-2025-12-11/run1/b_validation_20260706_193428.json
B,clean,b-high-5,,high,,,agent,gpt-5.2-2025-12-11,run1,False,55545,55378,167,6,7.362884514004691,,,data/results/final/gpt-5.2-2025-12-11/run1/b_validation_20260706_193428.json
C,clean,c-low-1,,low,,,workflow,gpt-5.2-2025-12-11,run1,True,1035,930,105,0,2.7739456150011392,,,data/results/final/gpt-5.2-2025-12-11/run1/c_validation_20260706_193545.json
C,clean,c-low-1,,low,,,agent,gpt-5.2-2025-12-11,run1,True,1117,1091,26,0,0.9538079599951743,,,data/results/final/gpt-5.2-2025-12-11/run1/c_validation_20260706_193545.json
C,clean,c-low-2,,low,,,workflow,gpt-5.2-2025-12-11,run1,True,1029,920,109,0,2.1871409119994496,,,data/results/final/gpt-5.2-2025-12-11/run1/c_validation_20260706_193545.json
C,clean,c-low-2,,low,,,agent,gpt-5.2-2025-12-11,run1,True,1107,1081,26,0,0.9977343730060966,,,data/results/final/gpt-5.2-2025-12-11/run1/c_validation_20260706_193545.json
C,clean,c-low-3,,low,,,workflow,gpt-5.2-2025-12-11,run1,True,1038,930,108,0,2.0937403950010776,,,data/results/final/gpt-5.2-2025-12-11/run1/c_validation_20260706_193545.json
C,clean,c-low-3,,low,,,agent,gpt-5.2-2025-12-11,run1,True,1117,1091,26,0,0.8592825580053614,,,data/results/final/gpt-5.2-2025-12-11/run1/c_validation_20260706_193545.json
C,clean,c-low-4,,low,,,workflow,gpt-5.2-2025-12-11,run1,True,1029,920,109,0,3.0158216769996216,,,data/results/final/gpt-5.2-2025-12-11/run1/c_validation_20260706_193545.json
C,clean,c-low-4,,low,,,agent,gpt-5.2-2025-12-11,run1,True,1107,1081,26,0,0.8925027959994623,,,data/results/final/gpt-5.2-2025-12-11/run1/c_validation_20260706_193545.json
C,clean,c-low-5,,low,,,workflow,gpt-5.2-2025-12-11,run1,True,1038,930,108,0,1.911927574998117,,,data/results/final/gpt-5.2-2025-12-11/run1/c_validation_20260706_193545.json
C,clean,c-low-5,,low,,,agent,gpt-5.2-2025-12-11,run1,True,1117,1091,26,0,0.8954946439989726,,,data/results/final/gpt-5.2-2025-12-11/run1/c_validation_20260706_193545.json
C,clean,c-med-1,,med,,,workflow,gpt-5.2-2025-12-11,run1,True,1315,1135,180,0,3.581580270998529,,,data/results/final/gpt-5.2-2025-12-11/run1/c_validation_20260706_193545.json
C,clean,c-med-1,,med,,,agent,gpt-5.2-2025-12-11,run1,True,1338,1296,42,0,1.3358894350021728,,,data/results/final/gpt-5.2-2025-12-11/run1/c_validation_20260706_193545.json
C,clean,c-med-2,,med,,,workflow,gpt-5.2-2025-12-11,run1,True,1330,1161,169,0,3.174443734998931,,,data/results/final/gpt-5.2-2025-12-11/run1/c_validation_20260706_193545.json
C,clean,c-med-2,,med,,,agent,gpt-5.2-2025-12-11,run1,True,1364,1322,42,0,1.3290016609971644,,,data/results/final/gpt-5.2-2025-12-11/run1/c_validation_20260706_193545.json
C,clean,c-med-3,,med,,,workflow,gpt-5.2-2025-12-11,run1,True,1332,1155,177,0,2.9246399870025925,,,data/results/final/gpt-5.2-2025-12-11/run1/c_validation_20260706_193545.json
C,clean,c-med-3,,med,,,agent,gpt-5.2-2025-12-11,run1,True,1358,1316,42,0,1.2490551570008392,,,data/results/final/gpt-5.2-2025-12-11/run1/c_validation_20260706_193545.json
C,clean,c-med-4,,med,,,workflow,gpt-5.2-2025-12-11,run1,True,1316,1140,176,0,3.1454237859943532,,,data/results/final/gpt-5.2-2025-12-11/run1/c_validation_20260706_193545.json
C,clean,c-med-4,,med,,,agent,gpt-5.2-2025-12-11,run1,True,1343,1301,42,0,1.2820443200034788,,,data/results/final/gpt-5.2-2025-12-11/run1/c_validation_20260706_193545.json
C,clean,c-med-5,,med,,,workflow,gpt-5.2-2025-12-11,run1,True,1344,1173,171,0,3.4796919739965233,,,data/results/final/gpt-5.2-2025-12-11/run1/c_validation_20260706_193545.json
C,clean,c-med-5,,med,,,agent,gpt-5.2-2025-12-11,run1,True,1376,1334,42,0,1.4049315960000968,,,data/results/final/gpt-5.2-2025-12-11/run1/c_validation_20260706_193545.json
C,clean,c-high-1,,high,,,workflow,gpt-5.2-2025-12-11,run1,True,2613,2305,308,0,6.072579491999932,,,data/results/final/gpt-5.2-2025-12-11/run1/c_validation_20260706_193545.json
C,clean,c-high-1,,high,,,agent,gpt-5.2-2025-12-11,run1,True,1776,1710,66,0,1.5247684060013853,,,data/results/final/gpt-5.2-2025-12-11/run1/c_validation_20260706_193545.json
C,clean,c-high-2,,high,,,workflow,gpt-5.2-2025-12-11,run1,True,2621,2321,300,0,5.435038360999897,,,data/results/final/gpt-5.2-2025-12-11/run1/c_validation_20260706_193545.json
C,clean,c-high-2,,high,,,agent,gpt-5.2-2025-12-11,run1,True,1792,1726,66,0,1.395795848002308,,,data/results/final/gpt-5.2-2025-12-11/run1/c_validation_20260706_193545.json
C,clean,c-high-3,,high,,,workflow,gpt-5.2-2025-12-11,run1,True,2568,2272,296,0,5.778629590000492,,,data/results/final/gpt-5.2-2025-12-11/run1/c_validation_20260706_193545.json
C,clean,c-high-3,,high,,,agent,gpt-5.2-2025-12-11,run1,True,1743,1677,66,0,1.5459064899987425,,,data/results/final/gpt-5.2-2025-12-11/run1/c_validation_20260706_193545.json
C,clean,c-high-4,,high,,,workflow,gpt-5.2-2025-12-11,run1,True,2631,2312,319,0,5.145771518000402,,,data/results/final/gpt-5.2-2025-12-11/run1/c_validation_20260706_193545.json
C,clean,c-high-4,,high,,,agent,gpt-5.2-2025-12-11,run1,True,1783,1717,66,0,1.7015764800016768,,,data/results/final/gpt-5.2-2025-12-11/run1/c_validation_20260706_193545.json
C,clean,c-high-5,,high,,,workflow,gpt-5.2-2025-12-11,run1,True,2602,2309,293,0,5.734866275997774,,,data/results/final/gpt-5.2-2025-12-11/run1/c_validation_20260706_193545.json
C,clean,c-high-5,,high,,,agent,gpt-5.2-2025-12-11,run1,True,1780,1714,66,0,1.649366400000872,,,data/results/final/gpt-5.2-2025-12-11/run1/c_validation_20260706_193545.json
D,clean,d-low-1,,low,no_action_gate_G1,,workflow,gpt-5.2-2025-12-11,run1,True,906,835,71,9,4.70992723100062,,,data/results/final/gpt-5.2-2025-12-11/run1/d_validation_20260706_193805.json
D,clean,d-low-1,,low,no_action_gate_G1,,agent,gpt-5.2-2025-12-11,run1,True,5564,5425,139,7,4.577908396000566,,,data/results/final/gpt-5.2-2025-12-11/run1/d_validation_20260706_193805.json
D,clean,d-low-2,,low,no_action_gate_G2,,workflow,gpt-5.2-2025-12-11,run1,True,898,828,70,9,4.082530947998748,,,data/results/final/gpt-5.2-2025-12-11/run1/d_validation_20260706_193805.json
D,clean,d-low-2,,low,no_action_gate_G2,,agent,gpt-5.2-2025-12-11,run1,True,5543,5404,139,7,4.308110026999202,,,data/results/final/gpt-5.2-2025-12-11/run1/d_validation_20260706_193805.json
D,clean,d-low-3,,low,,,workflow,gpt-5.2-2025-12-11,run1,True,904,834,70,9,4.078552236001997,,,data/results/final/gpt-5.2-2025-12-11/run1/d_validation_20260706_193805.json
D,clean,d-low-3,,low,,,agent,gpt-5.2-2025-12-11,run1,True,5561,5422,139,7,4.16729075499461,,,data/results/final/gpt-5.2-2025-12-11/run1/d_validation_20260706_193805.json
D,clean,d-low-4,,low,no_action_over_limit,,workflow,gpt-5.2-2025-12-11,run1,True,904,834,70,9,4.472060943997349,,,data/results/final/gpt-5.2-2025-12-11/run1/d_validation_20260706_193805.json
D,clean,d-low-4,,low,no_action_over_limit,,agent,gpt-5.2-2025-12-11,run1,True,5561,5422,139,7,4.757775860998663,,,data/results/final/gpt-5.2-2025-12-11/run1/d_validation_20260706_193805.json
D,clean,d-low-5,,low,,,workflow,gpt-5.2-2025-12-11,run1,True,904,834,70,9,4.967799398000352,,,data/results/final/gpt-5.2-2025-12-11/run1/d_validation_20260706_193805.json
D,clean,d-low-5,,low,,,agent,gpt-5.2-2025-12-11,run1,True,5566,5422,144,7,4.708969753002748,,,data/results/final/gpt-5.2-2025-12-11/run1/d_validation_20260706_193805.json
D,clean,d-med-1,,med,,,workflow,gpt-5.2-2025-12-11,run1,True,904,834,70,9,4.158352801001456,,,data/results/final/gpt-5.2-2025-12-11/run1/d_validation_20260706_193805.json
D,clean,d-med-1,,med,,,agent,gpt-5.2-2025-12-11,run1,True,5564,5422,142,7,4.751727373004542,,,data/results/final/gpt-5.2-2025-12-11/run1/d_validation_20260706_193805.json
D,clean,d-med-2,,med,,,workflow,gpt-5.2-2025-12-11,run1,True,900,830,70,9,4.023544913005026,,,data/results/final/gpt-5.2-2025-12-11/run1/d_validation_20260706_193805.json
D,clean,d-med-2,,med,,,agent,gpt-5.2-2025-12-11,run1,True,5552,5410,142,7,4.371488269003748,,,data/results/final/gpt-5.2-2025-12-11/run1/d_validation_20260706_193805.json
D,clean,d-med-3,,med,,,workflow,gpt-5.2-2025-12-11,run1,True,904,834,70,9,4.519109899003524,,,data/results/final/gpt-5.2-2025-12-11/run1/d_validation_20260706_193805.json
D,clean,d-med-3,,med,,,agent,gpt-5.2-2025-12-11,run1,True,5564,5422,142,7,4.154781142002321,,,data/results/final/gpt-5.2-2025-12-11/run1/d_validation_20260706_193805.json
D,clean,d-med-4,,med,,,workflow,gpt-5.2-2025-12-11,run1,True,900,830,70,9,4.639398638995772,,,data/results/final/gpt-5.2-2025-12-11/run1/d_validation_20260706_193805.json
D,clean,d-med-4,,med,,,agent,gpt-5.2-2025-12-11,run1,True,5549,5410,139,7,4.504309433003073,,,data/results/final/gpt-5.2-2025-12-11/run1/d_validation_20260706_193805.json
D,clean,d-med-5,,med,no_action_over_limit_via_bonus,,workflow,gpt-5.2-2025-12-11,run1,True,904,834,70,9,4.406191130998195,,,data/results/final/gpt-5.2-2025-12-11/run1/d_validation_20260706_193805.json
D,clean,d-med-5,,med,no_action_over_limit_via_bonus,,agent,gpt-5.2-2025-12-11,run1,True,5561,5422,139,7,5.014007234996825,,,data/results/final/gpt-5.2-2025-12-11/run1/d_validation_20260706_193805.json
D,clean,d-high-1,,high,boundary_inclusive_triple_bonus,,workflow,gpt-5.2-2025-12-11,run1,True,900,830,70,9,4.199264274000598,,,data/results/final/gpt-5.2-2025-12-11/run1/d_validation_20260706_193805.json
D,clean,d-high-1,,high,boundary_inclusive_triple_bonus,,agent,gpt-5.2-2025-12-11,run1,False,5549,5410,139,7,4.403199598003994,,,data/results/final/gpt-5.2-2025-12-11/run1/d_validation_20260706_193805.json
D,clean,d-high-2,,high,no_action_over_limit_via_three_bonuses,,workflow,gpt-5.2-2025-12-11,run1,True,900,830,70,9,4.198257796000689,,,data/results/final/gpt-5.2-2025-12-11/run1/d_validation_20260706_193805.json
D,clean,d-high-2,,high,no_action_over_limit_via_three_bonuses,,agent,gpt-5.2-2025-12-11,run1,True,5549,5410,139,7,4.723060097996495,,,data/results/final/gpt-5.2-2025-12-11/run1/d_validation_20260706_193805.json
D,clean,d-high-3,,high,new_bonuses_apac_newlogo_strategic_regional_vp,,workflow,gpt-5.2-2025-12-11,run1,True,913,842,71,9,4.186583845999849,,,data/results/final/gpt-5.2-2025-12-11/run1/d_validation_20260706_193805.json
D,clean,d-high-3,,high,new_bonuses_apac_newlogo_strategic_regional_vp,,agent,gpt-5.2-2025-12-11,run1,True,5590,5446,144,7,4.174322847997246,,,data/results/final/gpt-5.2-2025-12-11/run1/d_validation_20260706_193805.json
D,clean,d-high-4,,high,no_action_credit_hold_gate_dominates_full_chain,,workflow,gpt-5.2-2025-12-11,run1,True,899,829,70,9,4.152482366000186,,,data/results/final/gpt-5.2-2025-12-11/run1/d_validation_20260706_193805.json
D,clean,d-high-4,,high,no_action_credit_hold_gate_dominates_full_chain,,agent,gpt-5.2-2025-12-11,run1,True,5546,5407,139,7,4.0693820390006294,,,data/results/final/gpt-5.2-2025-12-11/run1/d_validation_20260706_193805.json
D,clean,d-high-5,,high,precedence_P2_high_value_over_bracket,,workflow,gpt-5.2-2025-12-11,run1,True,900,830,70,9,9.414498592996097,,,data/results/final/gpt-5.2-2025-12-11/run1/d_validation_20260706_193805.json
D,clean,d-high-5,,high,precedence_P2_high_value_over_bracket,,agent,gpt-5.2-2025-12-11,run1,True,5554,5410,144,7,5.364886796000064,,,data/results/final/gpt-5.2-2025-12-11/run1/d_validation_20260706_193805.json
E,clean,e-low-1,,low,,,workflow,gpt-5.2-2025-12-11,run1,False,1365,1138,227,0,4.481519998000294,,,data/results/final/gpt-5.2-2025-12-11/run1/e_validation_20260706_193950.json
E,clean,e-low-1,,low,,,agent,gpt-5.2-2025-12-11,run1,True,1290,1137,153,0,3.044295751999016,,,data/results/final/gpt-5.2-2025-12-11/run1/e_validation_20260706_193950.json
E,clean,e-low-2,,low,vague_eta,,workflow,gpt-5.2-2025-12-11,run1,True,1294,1067,227,0,3.4776357779992395,,,data/results/final/gpt-5.2-2025-12-11/run1/e_validation_20260706_193950.json
E,clean,e-low-2,,low,vague_eta,,agent,gpt-5.2-2025-12-11,run1,True,1213,1066,147,0,2.666392529994482,,,data/results/final/gpt-5.2-2025-12-11/run1/e_validation_20260706_193950.json
E,clean,e-low-3,,low,wrong_reference,,workflow,gpt-5.2-2025-12-11,run1,True,1326,1100,226,0,3.07120012499945,,,data/results/final/gpt-5.2-2025-12-11/run1/e_validation_20260706_193950.json
E,clean,e-low-3,,low,wrong_reference,,agent,gpt-5.2-2025-12-11,run1,True,1245,1099,146,0,2.280254754005,,,data/results/final/gpt-5.2-2025-12-11/run1/e_validation_20260706_193950.json
E,clean,e-low-4,,low,obvious_multi_fail,,workflow,gpt-5.2-2025-12-11,run1,True,1316,1086,230,0,3.4539765250010532,,,data/results/final/gpt-5.2-2025-12-11/run1/e_validation_20260706_193950.json
E,clean,e-low-4,,low,obvious_multi_fail,,agent,gpt-5.2-2025-12-11,run1,True,1227,1085,142,0,2.4800740709979436,,,data/results/final/gpt-5.2-2025-12-11/run1/e_validation_20260706_193950.json
E,clean,e-low-5,,low,,,workflow,gpt-5.2-2025-12-11,run1,True,1347,1123,224,0,3.049742408002203,,,data/results/final/gpt-5.2-2025-12-11/run1/e_validation_20260706_193950.json
E,clean,e-low-5,,low,,,agent,gpt-5.2-2025-12-11,run1,True,1268,1122,146,0,2.3521727939951234,,,data/results/final/gpt-5.2-2025-12-11/run1/e_validation_20260706_193950.json
E,clean,e-med-1,,med,no_eta_in_friendly_wrapping,,workflow,gpt-5.2-2025-12-11,run1,True,1319,1095,224,0,3.2460980570031097,,,data/results/final/gpt-5.2-2025-12-11/run1/e_validation_20260706_193950.json
E,clean,e-med-1,,med,no_eta_in_friendly_wrapping,,agent,gpt-5.2-2025-12-11,run1,True,1260,1094,166,0,3.5908953980033402,,,data/results/final/gpt-5.2-2025-12-11/run1/e_validation_20260706_193950.json
E,clean,e-med-2,,med,scope_creep_plus_vague,,workflow,gpt-5.2-2025-12-11,run1,True,1331,1100,231,0,3.747685461996298,,,data/results/final/gpt-5.2-2025-12-11/run1/e_validation_20260706_193950.json
E,clean,e-med-2,,med,scope_creep_plus_vague,,agent,gpt-5.2-2025-12-11,run1,True,1260,1099,161,0,3.034933576993353,,,data/results/final/gpt-5.2-2025-12-11/run1/e_validation_20260706_193950.json
E,clean,e-med-3,,med,compact_compliance,,workflow,gpt-5.2-2025-12-11,run1,True,1354,1115,239,0,3.8565335189996404,,,data/results/final/gpt-5.2-2025-12-11/run1/e_validation_20260706_193950.json
E,clean,e-med-3,,med,compact_compliance,,agent,gpt-5.2-2025-12-11,run1,True,1253,1114,139,0,3.0484308910017717,,,data/results/final/gpt-5.2-2025-12-11/run1/e_validation_20260706_193950.json
E,clean,e-med-4,,med,dismissive_plus_scope_creep,,workflow,gpt-5.2-2025-12-11,run1,False,1300,1089,211,0,3.438755889001186,,,data/results/final/gpt-5.2-2025-12-11/run1/e_validation_20260706_193950.json
E,clean,e-med-4,,med,dismissive_plus_scope_creep,,agent,gpt-5.2-2025-12-11,run1,False,1242,1088,154,0,2.6093021240012604,,,data/results/final/gpt-5.2-2025-12-11/run1/e_validation_20260706_193950.json
E,clean,e-med-5,,med,stacked_subtle_fails,,workflow,gpt-5.2-2025-12-11,run1,True,1334,1118,216,0,3.087629271998594,,,data/results/final/gpt-5.2-2025-12-11/run1/e_validation_20260706_193950.json
E,clean,e-med-5,,med,stacked_subtle_fails,,agent,gpt-5.2-2025-12-11,run1,True,1303,1117,186,0,3.1067919870038168,,,data/results/final/gpt-5.2-2025-12-11/run1/e_validation_20260706_193950.json
E,clean,e-high-1,,high,boundary_pass_eta_window,,workflow,gpt-5.2-2025-12-11,run1,True,1369,1129,240,0,4.612635530997068,,,data/results/final/gpt-5.2-2025-12-11/run1/e_validation_20260706_193950.json
E,clean,e-high-1,,high,boundary_pass_eta_window,,agent,gpt-5.2-2025-12-11,run1,True,1255,1128,127,0,2.749971408993588,,,data/results/final/gpt-5.2-2025-12-11/run1/e_validation_20260706_193950.json
E,clean,e-high-2,,high,boundary_needs_revision_two_fails,,workflow,gpt-5.2-2025-12-11,run1,True,1323,1100,223,0,4.209801637996861,,,data/results/final/gpt-5.2-2025-12-11/run1/e_validation_20260706_193950.json
E,clean,e-high-2,,high,boundary_needs_revision_two_fails,,agent,gpt-5.2-2025-12-11,run1,False,1257,1099,158,0,2.868999578997318,,,data/results/final/gpt-5.2-2025-12-11/run1/e_validation_20260706_193950.json
E,clean,e-high-3,,high,boundary_fail_three_fails,,workflow,gpt-5.2-2025-12-11,run1,True,1352,1090,262,0,4.7132127469958505,,,data/results/final/gpt-5.2-2025-12-11/run1/e_validation_20260706_193950.json
E,clean,e-high-3,,high,boundary_fail_three_fails,,agent,gpt-5.2-2025-12-11,run1,True,1297,1089,208,0,4.193881074999808,,,data/results/final/gpt-5.2-2025-12-11/run1/e_validation_20260706_193950.json
E,clean,e-high-4,,high,soft_scope_creep_at_renewal,,workflow,gpt-5.2-2025-12-11,run1,True,1394,1140,254,0,3.988267923996318,,,data/results/final/gpt-5.2-2025-12-11/run1/e_validation_20260706_193950.json
